id_envio,id_cliente,cliente,cidade_cliente,estado_cliente,id_veiculo,veiculo,placa,categoria_veiculo,cd_origem,cidade_origem,estado_origem,cd_destino,cidade_destino,estado_destino,data_postagem,data_previsao_entrega,data_entrega_real,valor_frete,peso_carga
710,268,João Felipe Pastor,Camargo dos Dourados,RJ,24,Volkswagen Delivery 11.180,SBS6419,3,CD Volta Redonda,Volta Redonda,RJ,CD Vila Velha,Vila Velha,ES,2025-12-31 16:08:58,2026-01-04 16:08:58,2026-01-04 16:08:58,927.76,1664.544
635,271,Cecilia da Rocha,Borges,ES,18,Chevrolet S10,HFY7172,2,CD São Paulo,São Paulo,SP,CD Mossoró,Mossoró,RN,2026-03-10 13:18:21,2026-03-15 13:18:21,2026-03-26 13:18:21,539.73,940.988
811,271,Cecilia da Rocha,Borges,ES,28,Volvo VM 270,NOG4159,3,CD João Pessoa,João Pessoa,PB,CD São Carlos,São Carlos,SP,2026-03-22 09:37:16,2026-03-27 09:37:16,2026-03-25 09:37:16,1382.66,1436.534
836,271,Cecilia da Rocha,Borges,ES,20,Volkswagen Amarok,LDU5797,2,CD São José dos Campos,São José dos Campos,SP,CD Cuiabá,Cuiabá,MT,2026-06-01 17:44:33,2026-06-08 17:44:33,2026-06-10 17:44:33,180.99,323.998
174,273,Gabrielly Pinto,Abreu Alegre,AC,16,Fiat Toro,COX0501,2,CD Presidente Prudente,Presidente Prudente,SP,CD Vitória da Conquista,Vitória da Conquista,BA,2026-01-02 06:42:47,2026-01-13 06:42:47,2026-01-11 06:42:47,322.4,401.88
624,273,Gabrielly Pinto,Abreu Alegre,AC,26,Volkswagen Constellation 24.280,AEV8053,3,CD Juazeiro,Juazeiro,BA,CD Juazeiro do Norte,Juazeiro do Norte,CE,2026-05-26 01:22:44,2026-06-06 01:22:44,,1069.79,1286.462
542,275,Sr. Rafael Almeida,Gonçalves,PB,7,Hyundai HB20,EOY4603,1,CD Marabá,Marabá,PA,CD Palmas,Palmas,TO,2026-04-11 06:39:39,2026-04-21 06:39:39,2026-04-15 06:39:39,48.61,30.57
352,276,Ana Cecília Mendonça,Teixeira,RN,17,Toyota Hilux,XHD6644,2,CD Itajaí,Itajaí,SC,CD Nova Iguaçu,Nova Iguaçu,RJ,2026-05-17 12:22:53,2026-05-29 12:22:53,2026-05-19 12:22:53,287.18,467.961
753,276,Ana Cecília Mendonça,Teixeira,RN,18,Chevrolet S10,HFY7172,2,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,CD Serra,Serra,ES,2026-04-06 10:17:57,2026-04-15 10:17:57,2026-04-21 10:17:57,841.73,754.599
620,278,Davi Miguel Rocha,Albuquerque,SC,23,Fiat Ducato,AUR0775,3,CD Campinas,Campinas,SP,CD Contagem,Contagem,MG,2026-03-06 16:15:23,2026-03-08 16:15:23,,463.25,1021.912
139,279,Dra. Maria Laura Costela,da Cruz de Correia,AP,18,Chevrolet S10,HFY7172,2,CD Campina Grande,Campina Grande,PB,CD São José dos Campos,São José dos Campos,SP,2026-01-14 22:43:15,2026-01-19 22:43:15,2026-01-18 22:43:15,446.49,547.997
659,279,Dra. Maria Laura Costela,da Cruz de Correia,AP,17,Toyota Hilux,XHD6644,2,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,CD Juiz de Fora,Juiz de Fora,MG,2026-02-24 01:59:26,2026-03-08 01:59:26,,682.01,801.615
248,280,Ana Clara Ferreira,Duarte de Novais,AP,21,Mercedes-Benz Sprinter,WDM2991,3,CD Porto Alegre,Porto Alegre,RS,CD Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,2026-01-12 01:53:11,2026-01-18 01:53:11,2026-01-15 01:53:11,1424.65,1275.395
889,280,Ana Clara Ferreira,Duarte de Novais,AP,19,Ford Ranger,YTU8726,2,CD Anápolis,Anápolis,GO,CD Juazeiro do Norte,Juazeiro do Norte,CE,2026-02-10 13:41:46,2026-02-17 13:41:46,2026-02-21 13:41:46,1107.02,940.903
360,281,Davi Luiz Ribeiro,Fernandes de da Mota,PR,19,Ford Ranger,YTU8726,2,CD Nova Iguaçu,Nova Iguaçu,RJ,CD Volta Redonda,Volta Redonda,RJ,2026-05-30 04:53:14,2026-06-09 04:53:14,2026-06-05 04:53:14,381.68,378.833
979,281,Davi Luiz Ribeiro,Fernandes de da Mota,PR,18,Chevrolet S10,HFY7172,2,CD Mossoró,Mossoró,RN,CD Serra,Serra,ES,2026-05-26 08:47:43,2026-05-28 08:47:43,2026-05-29 08:47:43,424.09,587.291
337,282,Fernando Aragão,Cunha Alegre,SC,16,Fiat Toro,COX0501,2,CD Natal,Natal,RN,CD Caruaru,Caruaru,PE,2026-03-30 00:30:24,2026-04-12 00:30:24,2026-04-15 00:30:24,935.25,966.822
995,283,Yago Sampaio,da Rosa,RN,23,Fiat Ducato,AUR0775,3,CD Sinop,Sinop,MT,CD Uberaba,Uberaba,MG,2026-04-30 10:50:24,2026-05-14 10:50:24,2026-05-01 10:50:24,1105.95,1294.234
955,285,Sra. Zoe Montenegro,Rodrigues do Norte,RJ,13,Ford Ka,GSZ6863,1,CD Arapiraca,Arapiraca,AL,CD Pelotas,Pelotas,RS,2026-05-03 11:50:58,2026-05-06 11:50:58,,56.65,70.84
996,285,Sra. Zoe Montenegro,Rodrigues do Norte,RJ,23,Fiat Ducato,AUR0775,3,CD Campo Grande,Campo Grande,MS,CD Betim,Betim,MG,2026-04-18 21:37:01,2026-04-20 21:37:01,2026-05-05 21:37:01,859.08,1141.587
790,287,Cauê da Conceição,Machado,AM,20,Volkswagen Amarok,LDU5797,2,CD Goiânia,Goiânia,GO,CD Florianópolis,Florianópolis,SC,2026-01-06 20:24:59,2026-01-10 20:24:59,2026-01-22 20:24:59,445.84,576.258
628,288,Natália da Paz,Lima,TO,28,Volvo VM 270,NOG4159,3,CD Ananindeua,Ananindeua,PA,CD Sorocaba,Sorocaba,SP,2026-01-28 20:17:57,2026-01-30 20:17:57,2026-02-06 20:17:57,1027.88,1304.362
331,289,Sra. Sarah da Conceição,da Mota da Mata,SP,30,DAF XF 480,KSZ8486,3,CD Maceió,Maceió,AL,CD Campo Grande,Campo Grande,MS,2026-05-14 13:27:50,2026-05-16 13:27:50,2026-05-21 13:27:50,719.88,1258.163
652,289,Sra. Sarah da Conceição,da Mota da Mata,SP,20,Volkswagen Amarok,LDU5797,2,CD Canoas,Canoas,RS,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,2026-03-14 18:05:21,2026-03-16 18:05:21,2026-03-28 18:05:21,332.19,444.222
702,289,Sra. Sarah da Conceição,da Mota da Mata,SP,24,Volkswagen Delivery 11.180,SBS6419,3,CD Blumenau,Blumenau,SC,CD Campinas,Campinas,SP,2026-04-23 03:16:11,2026-05-07 03:16:11,,946.52,1307.33
894,290,Helena Sampaio,Teixeira das Flores,SE,23,Fiat Ducato,AUR0775,3,CD Santos,Santos,SP,CD Osasco,Osasco,SP,2026-05-23 12:42:19,2026-05-28 12:42:19,2026-05-24 12:42:19,1749.43,1485.294
369,292,Laura da Cruz,Ferreira,AC,17,Toyota Hilux,XHD6644,2,CD Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,CD Araçatuba,Araçatuba,SP,2025-12-31 08:15:47,2026-01-10 08:15:47,2026-01-10 08:15:47,219.86,265.243
965,294,Sarah Pacheco,Fernandes,SP,20,Volkswagen Amarok,LDU5797,2,CD Maringá,Maringá,PR,CD Uberlândia,Uberlândia,MG,2026-05-27 11:17:32,2026-06-10 11:17:32,2026-05-28 11:17:32,698.7,978.298
313,295,João Pedro Cardoso,Fonseca da Prata,SE,19,Ford Ranger,YTU8726,2,CD Juiz de Fora,Juiz de Fora,MG,CD Anápolis,Anápolis,GO,2026-01-21 03:19:12,2026-01-31 03:19:12,2026-01-24 03:19:12,383.59,302.908
111,296,Diogo Araújo,Farias de Goiás,RN,22,Renault Master,JVZ8251,3,CD Três Lagoas,Três Lagoas,MS,CD Maceió,Maceió,AL,2026-01-10 13:35:32,2026-01-13 13:35:32,2026-01-27 13:35:32,1305.29,1846.156
464,296,Diogo Araújo,Farias de Goiás,RN,17,Toyota Hilux,XHD6644,2,CD Barueri,Barueri,SP,CD Duque de Caxias,Duque de Caxias,RJ,2026-06-22 06:26:50,2026-06-23 06:26:50,2026-06-28 06:26:50,460.83,503.676
40,297,Maitê Cavalcante,Ribeiro do Campo,DF,30,DAF XF 480,KSZ8486,3,CD Betim,Betim,MG,CD Macapá,Macapá,AP,2026-04-06 09:07:19,2026-04-10 09:07:19,2026-04-08 09:07:19,988.81,1369.166
637,298,Isabelly Marques,Fogaça Alegre,PR,22,Renault Master,JVZ8251,3,CD Juazeiro,Juazeiro,BA,CD Brasília,Brasília,DF,2026-05-31 05:40:05,2026-06-10 05:40:05,2026-06-04 05:40:05,1336.86,1474.662
540,299,Hadassa Moreira,Casa Grande,GO,22,Renault Master,JVZ8251,3,CD Franca,Franca,SP,CD Rondonópolis,Rondonópolis,MT,2026-02-17 15:57:39,2026-02-28 15:57:39,2026-02-27 15:57:39,2178.95,1868.03
419,300,Heitor da Mota,Nogueira do Sul,GO,28,Volvo VM 270,NOG4159,3,CD Criciúma,Criciúma,SC,CD Montes Claros,Montes Claros,MG,2026-04-03 20:06:11,2026-04-16 20:06:11,2026-04-10 20:06:11,504.8,1044.977
435,300,Heitor da Mota,Nogueira do Sul,GO,21,Mercedes-Benz Sprinter,WDM2991,3,CD Salvador,Salvador,BA,CD Santos,Santos,SP,2026-05-22 08:10:48,2026-05-25 08:10:48,2026-06-06 08:10:48,1167.46,1510.053
422,304,Dr. Bryan Freitas,Pastor do Campo,DF,29,Iveco Tector 240E30,KIW4424,3,CD Feira de Santana,Feira de Santana,BA,CD Macapá,Macapá,AP,2026-03-03 07:56:29,2026-03-10 07:56:29,2026-03-06 07:56:29,1187.88,1640.704
572,304,Dr. Bryan Freitas,Pastor do Campo,DF,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Aracaju,Aracaju,SE,CD Criciúma,Criciúma,SC,2026-03-15 05:53:44,2026-03-19 05:53:44,2026-03-22 05:53:44,1042.79,1169.142
734,304,Dr. Bryan Freitas,Pastor do Campo,DF,23,Fiat Ducato,AUR0775,3,CD Campos dos Goytacazes,Campos dos Goytacazes,RJ,CD Campo Grande,Campo Grande,MS,2026-04-11 05:54:32,2026-04-18 05:54:32,,1002.01,1440.367
797,304,Dr. Bryan Freitas,Pastor do Campo,DF,1,Fiat Mobi,NCM2438,1,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,CD Vitória da Conquista,Vitória da Conquista,BA,2026-03-17 14:08:06,2026-03-25 14:08:06,2026-03-30 14:08:06,72.23,63.27
629,305,Emilly Almeida,Aragão,AC,18,Chevrolet S10,HFY7172,2,CD Aracaju,Aracaju,SE,CD Rondonópolis,Rondonópolis,MT,2026-02-26 09:42:27,2026-03-05 09:42:27,2026-03-11 09:42:27,371.53,769.11
904,305,Emilly Almeida,Aragão,AC,16,Fiat Toro,COX0501,2,CD Salvador,Salvador,BA,CD Goiânia,Goiânia,GO,2026-06-28 03:50:54,2026-07-03 03:50:54,,148.05,210.526
533,308,Joana Carvalho,Albuquerque das Pedras,GO,19,Ford Ranger,YTU8726,2,CD Uberlândia,Uberlândia,MG,CD Camaçari,Camaçari,BA,2026-06-21 22:14:16,2026-06-27 22:14:16,2026-06-26 22:14:16,564.11,722.638
41,310,Otto Cavalcanti,Alves Verde,SE,2,Fiat Uno,PLK0996,1,CD Rondonópolis,Rondonópolis,MT,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,2026-03-16 03:05:19,2026-03-18 03:05:19,2026-04-02 03:05:19,50.13,31.58
814,310,Otto Cavalcanti,Alves Verde,SE,27,Scania P320,DCB9288,3,CD Sinop,Sinop,MT,CD Vila Velha,Vila Velha,ES,2025-12-31 10:38:17,2026-01-14 10:38:17,,526.83,1221.154
66,311,Raquel da Cunha,Teixeira de Costela,PA,17,Toyota Hilux,XHD6644,2,CD Cascavel,Cascavel,PR,CD Araguaína,Araguaína,TO,2026-03-26 10:47:07,2026-04-09 10:47:07,2026-04-12 10:47:07,91.82,142.57
784,312,Dr. Calebe Moreira,Abreu,AC,26,Volkswagen Constellation 24.280,AEV8053,3,CD Mossoró,Mossoró,RN,CD Santarém,Santarém,PA,2026-01-05 01:39:52,2026-01-20 01:39:52,2026-01-21 01:39:52,790.18,1431.545
654,313,Igor Caldeira,Rios de Goiás,GO,19,Ford Ranger,YTU8726,2,CD Natal,Natal,RN,CD Parnaíba,Parnaíba,PI,2026-05-14 20:58:36,2026-05-18 20:58:36,2026-05-27 20:58:36,266.14,472.681
154,316,Diego Carvalho,Moreira da Praia,MG,30,DAF XF 480,KSZ8486,3,CD Campo Grande,Campo Grande,MS,CD Araguaína,Araguaína,TO,2026-02-09 06:29:31,2026-02-14 06:29:31,2026-02-13 06:29:31,1758.58,1802.684
431,317,Henrique Nogueira,Peixoto,RO,20,Volkswagen Amarok,LDU5797,2,CD Uberaba,Uberaba,MG,CD Uberlândia,Uberlândia,MG,2026-01-01 13:46:27,2026-01-16 13:46:27,,1096.93,950.201
377,319,Luiz Henrique Abreu,Rodrigues da Mata,AM,19,Ford Ranger,YTU8726,2,CD Juiz de Fora,Juiz de Fora,MG,CD Limeira,Limeira,SP,2026-03-15 02:34:23,2026-03-25 02:34:23,2026-03-28 02:34:23,240.65,204.555
671,320,Emanuelly Rodrigues,da Costa,RS,30,DAF XF 480,KSZ8486,3,CD Anápolis,Anápolis,GO,CD Belém,Belém,PA,2026-04-24 23:34:35,2026-05-07 23:34:35,2026-05-06 23:34:35,885.72,1109.412
456,323,Ana Vitória da Rocha,Nunes de Goiás,RJ,17,Toyota Hilux,XHD6644,2,CD Joinville,Joinville,SC,CD Sorocaba,Sorocaba,SP,2026-01-28 01:56:55,2026-02-07 01:56:55,2026-01-29 01:56:55,301.89,265.188
614,324,Bryan Nogueira,Garcia do Norte,MS,18,Chevrolet S10,HFY7172,2,CD Curitiba,Curitiba,PR,CD Ponta Grossa,Ponta Grossa,PR,2026-05-29 07:11:54,2026-06-04 07:11:54,2026-06-11 07:11:54,834.39,924.473
495,325,Ana Cecília Camargo,Teixeira do Oeste,PE,18,Chevrolet S10,HFY7172,2,CD Chapecó,Chapecó,SC,CD São Carlos,São Carlos,SP,2026-04-01 01:13:19,2026-04-10 01:13:19,2026-04-11 01:13:19,352.36,456.342
933,325,Ana Cecília Camargo,Teixeira do Oeste,PE,29,Iveco Tector 240E30,KIW4424,3,CD Montes Claros,Montes Claros,MG,CD Campinas,Campinas,SP,2026-02-26 11:45:40,2026-02-28 11:45:40,2026-03-15 11:45:40,1735.03,1872.481
188,326,Srta. Maria Luísa Ramos,da Conceição Grande,PB,28,Volvo VM 270,NOG4159,3,CD Betim,Betim,MG,CD Niterói,Niterói,RJ,2026-06-25 19:49:13,2026-07-09 19:49:13,,1171.19,1985.053
605,326,Srta. Maria Luísa Ramos,da Conceição Grande,PB,24,Volkswagen Delivery 11.180,SBS6419,3,CD Jaboatão dos Guararapes,Jaboatão dos Guararapes,PE,CD Três Lagoas,Três Lagoas,MS,2026-06-17 18:08:12,2026-06-28 18:08:12,,1182.12,1031.294
70,328,Maria Laura da Paz,Siqueira,AP,20,Volkswagen Amarok,LDU5797,2,CD Macapá,Macapá,AP,CD Pelotas,Pelotas,RS,2026-05-08 14:47:04,2026-05-18 14:47:04,2026-05-16 14:47:04,442.33,575.92
99,328,Maria Laura da Paz,Siqueira,AP,28,Volvo VM 270,NOG4159,3,CD Jundiaí,Jundiaí,SP,CD São José dos Campos,São José dos Campos,SP,2026-06-20 14:06:06,2026-06-23 14:06:06,,657.86,1099.84
786,328,Maria Laura da Paz,Siqueira,AP,18,Chevrolet S10,HFY7172,2,CD Duque de Caxias,Duque de Caxias,RJ,CD Sobral,Sobral,CE,2026-04-01 00:41:02,2026-04-08 00:41:02,2026-04-18 00:41:02,765.42,671.358
822,330,Stella Aragão,Pimenta de Abreu,PI,18,Chevrolet S10,HFY7172,2,CD Betim,Betim,MG,CD Ribeirão Preto,Ribeirão Preto,SP,2026-04-25 14:36:24,2026-04-29 14:36:24,2026-05-06 14:36:24,218.28,390.188
424,331,Alícia Andrade,Melo,SC,27,Scania P320,DCB9288,3,CD Itajaí,Itajaí,SC,CD Contagem,Contagem,MG,2026-01-26 02:11:11,2026-02-10 02:11:11,2026-02-03 02:11:11,1060.48,1230.195
569,332,Srta. Letícia Macedo,da Rocha,AC,24,Volkswagen Delivery 11.180,SBS6419,3,CD Camaçari,Camaçari,BA,CD Imperatriz,Imperatriz,MA,2026-01-06 23:08:46,2026-01-07 23:08:46,2026-01-15 23:08:46,508.93,1096.471
757,332,Srta. Letícia Macedo,da Rocha,AC,17,Toyota Hilux,XHD6644,2,CD Juazeiro do Norte,Juazeiro do Norte,CE,CD Campo Grande,Campo Grande,MS,2026-04-26 21:45:32,2026-05-07 21:45:32,2026-05-05 21:45:32,427.68,337.2
920,333,José Lima,Pacheco Alegre,ES,20,Volkswagen Amarok,LDU5797,2,CD Jundiaí,Jundiaí,SP,CD Maringá,Maringá,PR,2026-01-20 05:14:18,2026-02-01 05:14:18,2026-01-25 05:14:18,444.61,406.725
46,335,Benicio Cassiano,Monteiro,RR,24,Volkswagen Delivery 11.180,SBS6419,3,CD Vila Velha,Vila Velha,ES,CD Feira de Santana,Feira de Santana,BA,2026-05-18 23:36:06,2026-05-29 23:36:06,,815.55,1958.109
537,335,Benicio Cassiano,Monteiro,RR,18,Chevrolet S10,HFY7172,2,CD Volta Redonda,Volta Redonda,RJ,CD Arapiraca,Arapiraca,AL,2026-04-18 21:24:26,2026-04-19 21:24:26,2026-04-23 21:24:26,661.66,546.053
984,335,Benicio Cassiano,Monteiro,RR,26,Volkswagen Constellation 24.280,AEV8053,3,CD Manaus,Manaus,AM,CD Campos dos Goytacazes,Campos dos Goytacazes,RJ,2026-06-10 07:11:05,2026-06-14 07:11:05,,1485.12,1641.87
466,338,José Miguel Cardoso,Andrade,AL,20,Volkswagen Amarok,LDU5797,2,CD Barueri,Barueri,SP,CD Dourados,Dourados,MS,2026-05-11 00:01:58,2026-05-16 00:01:58,2026-05-24 00:01:58,226.57,503.113
325,340,Sra. Bianca Viana,Cardoso de Viana,PR,29,Iveco Tector 240E30,KIW4424,3,CD Cascavel,Cascavel,PR,CD Uberaba,Uberaba,MG,2026-02-01 12:59:10,2026-02-14 12:59:10,2026-02-07 12:59:10,834.79,1295.251
994,340,Sra. Bianca Viana,Cardoso de Viana,PR,22,Renault Master,JVZ8251,3,CD Santarém,Santarém,PA,CD Boa Vista,Boa Vista,RR,2026-06-03 04:57:25,2026-06-17 04:57:25,2026-06-14 04:57:25,1171.61,1282.029
343,341,Fernanda da Rocha,Nunes do Sul,RS,6,Chevrolet Prisma,VTX3790,1,CD Sobral,Sobral,CE,CD Uberaba,Uberaba,MG,2026-02-12 17:49:00,2026-02-18 17:49:00,2026-02-23 17:49:00,55.71,35.669
698,341,Fernanda da Rocha,Nunes do Sul,RS,29,Iveco Tector 240E30,KIW4424,3,CD Canoas,Canoas,RS,CD João Pessoa,João Pessoa,PB,2026-06-09 04:56:20,2026-06-24 04:56:20,2026-06-26 04:56:20,979.07,1285.026
434,342,Cecília Sampaio,Cavalcanti de Pastor,RS,18,Chevrolet S10,HFY7172,2,CD Ponta Grossa,Ponta Grossa,PR,CD Macapá,Macapá,AP,2026-03-08 14:09:54,2026-03-17 14:09:54,2026-03-22 14:09:54,223.48,176.479
551,343,Srta. Sophie Ferreira,Silveira de Goiás,RO,19,Ford Ranger,YTU8726,2,CD Brasília,Brasília,DF,CD Palmas,Palmas,TO,2026-02-07 09:21:14,2026-02-17 09:21:14,2026-02-17 09:21:14,508.91,837.273
78,344,Thiago Vieira,Melo,RS,21,Mercedes-Benz Sprinter,WDM2991,3,CD Goiânia,Goiânia,GO,CD Governador Valadares,Governador Valadares,MG,2026-04-09 16:49:41,2026-04-15 16:49:41,2026-04-14 16:49:41,1196.03,1155.107
578,344,Thiago Vieira,Melo,RS,29,Iveco Tector 240E30,KIW4424,3,CD Santa Maria,Santa Maria,RS,CD Juazeiro,Juazeiro,BA,2025-12-30 18:49:57,2026-01-01 18:49:57,2026-01-12 18:49:57,2190.4,1855.61
775,344,Thiago Vieira,Melo,RS,16,Fiat Toro,COX0501,2,CD Caxias do Sul,Caxias do Sul,RS,CD Belém,Belém,PA,2026-01-05 00:36:49,2026-01-16 00:36:49,,236.06,503.777
603,346,Lucas Gabriel Martins,Siqueira do Galho,MS,20,Volkswagen Amarok,LDU5797,2,CD Caxias do Sul,Caxias do Sul,RS,CD Linhares,Linhares,ES,2026-04-11 14:00:39,2026-04-20 14:00:39,2026-04-22 14:00:39,916.8,942.078
940,346,Lucas Gabriel Martins,Siqueira do Galho,MS,16,Fiat Toro,COX0501,2,CD Uberaba,Uberaba,MG,CD Sobral,Sobral,CE,2026-05-24 00:50:35,2026-06-03 00:50:35,,408.84,520.911
566,350,Sabrina Vasconcelos,Viana de Aparecida,MA,16,Fiat Toro,COX0501,2,CD Mossoró,Mossoró,RN,CD Aracaju,Aracaju,SE,2026-04-19 04:38:33,2026-04-30 04:38:33,2026-04-27 04:38:33,652.22,710.301
888,352,Fernando da Mata,Montenegro da Praia,PA,29,Iveco Tector 240E30,KIW4424,3,CD Feira de Santana,Feira de Santana,BA,CD Pelotas,Pelotas,RS,2026-06-01 00:05:23,2026-06-05 00:05:23,2026-06-12 00:05:23,1313.32,1517.254
643,353,Ana Clara Leão,Fogaça,BA,16,Fiat Toro,COX0501,2,CD Boa Vista,Boa Vista,RR,CD Juiz de Fora,Juiz de Fora,MG,2026-01-30 05:08:32,2026-02-02 05:08:32,,88.53,121.586
884,354,Dr. Vinicius Camargo,Dias,GO,17,Toyota Hilux,XHD6644,2,CD Pelotas,Pelotas,RS,CD São Luís,São Luís,MA,2026-05-21 09:25:23,2026-05-23 09:25:23,,506.71,469.433
278,355,Sr. Marcos Vinicius Rocha,Vieira,RN,24,Volkswagen Delivery 11.180,SBS6419,3,CD Goiânia,Goiânia,GO,CD Feira de Santana,Feira de Santana,BA,2026-02-26 03:45:49,2026-03-10 03:45:49,,1647.71,1719.784
191,357,Bryan Jesus,Cardoso,MG,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Contagem,Contagem,MG,CD Duque de Caxias,Duque de Caxias,RJ,2026-05-07 11:40:57,2026-05-12 11:40:57,2026-05-16 11:40:57,1551.21,1766.614
597,359,Ana Liz Cardoso,Fonseca,BA,21,Mercedes-Benz Sprinter,WDM2991,3,CD Foz do Iguaçu,Foz do Iguaçu,PR,CD Aparecida de Goiânia,Aparecida de Goiânia,GO,2026-06-13 08:19:58,2026-06-22 08:19:58,2026-06-25 08:19:58,942.61,1314.191
249,361,Carolina Cardoso,Andrade,DF,17,Toyota Hilux,XHD6644,2,CD Canoas,Canoas,RS,CD Goiânia,Goiânia,GO,2026-06-10 21:07:44,2026-06-20 21:07:44,,82.63,117.421
366,362,Erick da Mota,Cunha Paulista,AL,23,Fiat Ducato,AUR0775,3,CD Betim,Betim,MG,CD Brasília,Brasília,DF,2026-06-11 19:17:42,2026-06-19 19:17:42,2026-06-28 19:17:42,1867.8,1897.043
604,363,Luiz Gustavo Albuquerque,Marques,MT,16,Fiat Toro,COX0501,2,CD Piracicaba,Piracicaba,SP,CD Campo Grande,Campo Grande,MS,2026-06-23 06:06:15,2026-06-29 06:06:15,,554.93,907.301
627,363,Luiz Gustavo Albuquerque,Marques,MT,30,DAF XF 480,KSZ8486,3,CD Pelotas,Pelotas,RS,CD Araraquara,Araraquara,SP,2026-05-04 11:14:10,2026-05-08 11:14:10,2026-05-13 11:14:10,550.43,1098.782
240,365,Stella Ribeiro,Porto de da Mota,RS,23,Fiat Ducato,AUR0775,3,CD Uberlândia,Uberlândia,MG,CD Florianópolis,Florianópolis,SC,2026-05-30 23:53:56,2026-06-05 23:53:56,2026-06-14 23:53:56,1441.86,1350.729
355,365,Stella Ribeiro,Porto de da Mota,RS,25,Mercedes-Benz Atego 1719,XOR7165,3,CD Recife,Recife,PE,CD Cascavel,Cascavel,PR,2026-01-31 05:52:57,2026-02-13 05:52:57,2026-02-11 05:52:57,1082.22,1543.357
959,365,Stella Ribeiro,Porto de da Mota,RS,28,Volvo VM 270,NOG4159,3,CD Natal,Natal,RN,CD Chapecó,Chapecó,SC,2026-03-19 11:55:10,2026-03-30 11:55:10,2026-03-30 11:55:10,796.05,1043.837
545,369,Maria Moreira,Sampaio de da Paz,SP,20,Volkswagen Amarok,LDU5797,2,CD Uberlândia,Uberlândia,MG,CD Piracicaba,Piracicaba,SP,2026-01-06 01:10:27,2026-01-14 01:10:27,2026-01-16 01:10:27,171.57,307.869
985,369,Maria Moreira,Sampaio de da Paz,SP,16,Fiat Toro,COX0501,2,CD Nova Iguaçu,Nova Iguaçu,RJ,CD Guarulhos,Guarulhos,SP,2026-02-23 23:25:00,2026-03-04 23:25:00,,460.03,721.987
20,370,Bernardo Machado,Pires do Norte,MG,30,DAF XF 480,KSZ8486,3,CD Taubaté,Taubaté,SP,CD Uberaba,Uberaba,MG,2026-01-14 12:17:03,2026-01-19 12:17:03,2026-01-15 12:17:03,1734.67,1456.688
413,370,Bernardo Machado,Pires do Norte,MG,18,Chevrolet S10,HFY7172,2,CD Caxias do Sul,Caxias do Sul,RS,CD Anápolis,Anápolis,GO,2026-05-12 17:51:15,2026-05-23 17:51:15,2026-05-28 17:51:15,278.3,293.024
945,371,Bryan da Mata,Farias do Oeste,AP,27,Scania P320,DCB9288,3,CD Pelotas,Pelotas,RS,CD Brasília,Brasília,DF,2026-06-24 01:33:14,2026-06-26 01:33:14,,499.32,1085.213
482,373,Leonardo Ribeiro,Ferreira,ES,16,Fiat Toro,COX0501,2,CD Mossoró,Mossoró,RN,CD Criciúma,Criciúma,SC,2026-01-25 19:23:58,2026-02-05 19:23:58,,656.47,986.867
892,373,Leonardo Ribeiro,Ferreira,ES,21,Mercedes-Benz Sprinter,WDM2991,3,CD Piracicaba,Piracicaba,SP,CD Juazeiro do Norte,Juazeiro do Norte,CE,2026-02-09 12:56:12,2026-02-17 12:56:12,,920.09,1276.581
868,374,Caleb Sampaio,da Costa,CE,24,Volkswagen Delivery 11.180,SBS6419,3,CD Sobral,Sobral,CE,CD Uberaba,Uberaba,MG,2026-02-20 23:30:13,2026-02-25 23:30:13,,994.33,1226.488
74,375,Maria Cecília Castro,Pimenta,MG,29,Iveco Tector 240E30,KIW4424,3,CD Pelotas,Pelotas,RS,CD Anápolis,Anápolis,GO,2026-05-14 13:36:22,2026-05-24 13:36:22,2026-05-20 13:36:22,1594.51,1851.233
660,377,Dr. Lucas Gabriel Rocha,Moraes,SE,16,Fiat Toro,COX0501,2,CD Bauru,Bauru,SP,CD Rondonópolis,Rondonópolis,MT,2026-01-10 11:34:32,2026-01-18 11:34:32,2026-01-23 11:34:32,380.01,609.002
29,378,Luna Casa Grande,Cavalcanti do Sul,MS,16,Fiat Toro,COX0501,2,CD Guarulhos,Guarulhos,SP,CD Betim,Betim,MG,2026-02-13 05:47:38,2026-02-17 05:47:38,,662.15,722.264
633,379,Gael Henrique Duarte,Rios,RS,22,Renault Master,JVZ8251,3,CD Vitória,Vitória,ES,CD Santa Maria,Santa Maria,RS,2026-02-21 05:53:10,2026-03-02 05:53:10,2026-02-25 05:53:10,817.31,1415.207
662,379,Gael Henrique Duarte,Rios,RS,16,Fiat Toro,COX0501,2,CD Vila Velha,Vila Velha,ES,CD Rio de Janeiro,Rio de Janeiro,RJ,2026-01-09 09:42:57,2026-01-23 09:42:57,2026-01-20 09:42:57,840.0,904.77
